Transaction,Item,period_day,weekday_weekend,Hour,Day,Month,Tanggal,JamMenit
6303,8,0.0,0,9,4,2,2017-02-10,09:53
6304,7,0.0,0,10,4,2,2017-02-10,10:03
6305,0,0.0,0,10,4,2,2017-02-10,10:06
6305,7,0.0,0,10,4,2,2017-02-10,10:06
6306,0,0.0,0,10,4,2,2017-02-10,10:16
6306,8,0.0,0,10,4,2,2017-02-10,10:16
6307,0,0.0,0,10,4,2,2017-02-10,10:31
6308,0,0.0,0,10,4,2,2017-02-10,10:38
6308,43,0.0,0,10,4,2,2017-02-10,10:38
6309,87,0.0,0,10,4,2,2017-02-10,10:45
6310,2,0.0,0,10,4,2,2017-02-10,10:50
6311,1,0.0,0,11,4,2,2017-02-10,11:01
6312,1,0.0,0,11,4,2,2017-02-10,11:15
6313,0,0.0,0,11,4,2,2017-02-10,11:16
6314,1,0.0,0,11,4,2,2017-02-10,11:33
6314,11,0.0,0,11,4,2,2017-02-10,11:33
6314,5,0.0,0,11,4,2,2017-02-10,11:33
6314,5,0.0,0,11,4,2,2017-02-10,11:33
6314,8,0.0,0,11,4,2,2017-02-10,11:33
6314,19,0.0,0,11,4,2,2017-02-10,11:33
6315,12,0.0,0,11,4,2,2017-02-10,11:57
6316,12,0.0,0,11,4,2,2017-02-10,11:58
6317,80,1.0,0,12,4,2,2017-02-10,12:06
6317,0,1.0,0,12,4,2,2017-02-10,12:06
6318,14,1.0,0,12,4,2,2017-02-10,12:11
6318,12,1.0,0,12,4,2,2017-02-10,12:11
6319,29,1.0,0,12,4,2,2017-02-10,12:12
6319,3,1.0,0,12,4,2,2017-02-10,12:12
6319,11,1.0,0,12,4,2,2017-02-10,12:12
6320,1,1.0,0,12,4,2,2017-02-10,12:16
6320,13,1.0,0,12,4,2,2017-02-10,12:16
6321,0,1.0,0,12,4,2,2017-02-10,12:19
6321,0,1.0,0,12,4,2,2017-02-10,12:19
6322,5,1.0,0,12,4,2,2017-02-10,12:21
6322,0,1.0,0,12,4,2,2017-02-10,12:21
6322,14,1.0,0,12,4,2,2017-02-10,12:21
6323,3,1.0,0,12,4,2,2017-02-10,12:22
6324,1,1.0,0,12,4,2,2017-02-10,12:25
6325,4,1.0,0,12,4,2,2017-02-10,12:26
6325,1,1.0,0,12,4,2,2017-02-10,12:26
6326,43,1.0,0,12,4,2,2017-02-10,12:31
6327,1,1.0,0,12,4,2,2017-02-10,12:34
6328,1,1.0,0,12,4,2,2017-02-10,12:41
6329,29,1.0,0,12,4,2,2017-02-10,12:47
6330,5,1.0,0,12,4,2,2017-02-10,12:51
6330,30,1.0,0,12,4,2,2017-02-10,12:51
6331,0,1.0,0,12,4,2,2017-02-10,12:55
6331,0,1.0,0,12,4,2,2017-02-10,12:55
6331,3,1.0,0,12,4,2,2017-02-10,12:55
6331,3,1.0,0,12,4,2,2017-02-10,12:55
6331,28,1.0,0,12,4,2,2017-02-10,12:55
6331,39,1.0,0,12,4,2,2017-02-10,12:55
6331,13,1.0,0,12,4,2,2017-02-10,12:55
6331,1,1.0,0,12,4,2,2017-02-10,12:55
6332,13,1.0,0,12,4,2,2017-02-10,12:56
6333,0,1.0,0,13,4,2,2017-02-10,13:21
6333,28,1.0,0,13,4,2,2017-02-10,13:21
6334,14,1.0,0,13,4,2,2017-02-10,13:27
6334,63,1.0,0,13,4,2,2017-02-10,13:27
6334,39,1.0,0,13,4,2,2017-02-10,13:27
6334,82,1.0,0,13,4,2,2017-02-10,13:27
6334,48,1.0,0,13,4,2,2017-02-10,13:27
6335,6,1.0,0,13,4,2,2017-02-10,13:35
6335,6,1.0,0,13,4,2,2017-02-10,13:35
6336,2,1.0,0,13,4,2,2017-02-10,13:40
6336,2,1.0,0,13,4,2,2017-02-10,13:40
6336,12,1.0,0,13,4,2,2017-02-10,13:40
6336,3,1.0,0,13,4,2,2017-02-10,13:40
6336,1,1.0,0,13,4,2,2017-02-10,13:40
6336,80,1.0,0,13,4,2,2017-02-10,13:40
6336,3,1.0,0,13,4,2,2017-02-10,13:40
6337,12,1.0,0,13,4,2,2017-02-10,13:48
6337,0,1.0,0,13,4,2,2017-02-10,13:48
6337,0,1.0,0,13,4,2,2017-02-10,13:48
6338,6,1.0,0,14,4,2,2017-02-10,14:08
6338,3,1.0,0,14,4,2,2017-02-10,14:08
6338,82,1.0,0,14,4,2,2017-02-10,14:08
6338,85,1.0,0,14,4,2,2017-02-10,14:08
6338,8,1.0,0,14,4,2,2017-02-10,14:08
6339,1,1.0,0,14,4,2,2017-02-10,14:18
6339,0,1.0,0,14,4,2,2017-02-10,14:18
6340,0,1.0,0,14,4,2,2017-02-10,14:18
6341,0,1.0,0,14,4,2,2017-02-10,14:22
6341,29,1.0,0,14,4,2,2017-02-10,14:22
6342,0,1.0,0,14,4,2,2017-02-10,14:22
6343,0,1.0,0,14,4,2,2017-02-10,14:27
6343,19,1.0,0,14,4,2,2017-02-10,14:27
6343,4,1.0,0,14,4,2,2017-02-10,14:27
6344,0,1.0,0,14,4,2,2017-02-10,14:35
6345,0,1.0,0,14,4,2,2017-02-10,14:35
6346,0,1.0,0,14,4,2,2017-02-10,14:36
6346,9,1.0,0,14,4,2,2017-02-10,14:36
6347,12,1.0,0,14,4,2,2017-02-10,14:39
6348,0,1.0,0,14,4,2,2017-02-10,14:41
6348,2,1.0,0,14,4,2,2017-02-10,14:41
6348,8,1.0,0,14,4,2,2017-02-10,14:41
6349,1,1.0,0,14,4,2,2017-02-10,14:53
6350,1,1.0,0,15,4,2,2017-02-10,15:00
6351,24,1.0,0,15,4,2,2017-02-10,15:03
6351,0,1.0,0,15,4,2,2017-02-10,15:03
6352,2,1.0,0,15,4,2,2017-02-10,15:16
6353,82,1.0,0,15,4,2,2017-02-10,15:19
6354,0,1.0,0,15,4,2,2017-02-10,15:20
6355,3,1.0,0,15,4,2,2017-02-10,15:48
6355,3,1.0,0,15,4,2,2017-02-10,15:48
6355,8,1.0,0,15,4,2,2017-02-10,15:48
6356,11,1.0,0,15,4,2,2017-02-10,15:50
6356,0,1.0,0,15,4,2,2017-02-10,15:50
6356,8,1.0,0,15,4,2,2017-02-10,15:50
6356,2,1.0,0,15,4,2,2017-02-10,15:50
6356,19,1.0,0,15,4,2,2017-02-10,15:50
6357,3,1.0,0,15,4,2,2017-02-10,15:53
6357,8,1.0,0,15,4,2,2017-02-10,15:53
6357,0,1.0,0,15,4,2,2017-02-10,15:53
6357,7,1.0,0,15,4,2,2017-02-10,15:53
6358,1,1.0,0,15,4,2,2017-02-10,15:54
6358,0,1.0,0,15,4,2,2017-02-10,15:54
6358,1,1.0,0,15,4,2,2017-02-10,15:54
6359,0,1.0,0,16,4,2,2017-02-10,16:28
6359,80,1.0,0,16,4,2,2017-02-10,16:28
6360,9,1.0,0,16,4,2,2017-02-10,16:31
6360,0,1.0,0,16,4,2,2017-02-10,16:31
6360,0,1.0,0,16,4,2,2017-02-10,16:31
6360,24,1.0,0,16,4,2,2017-02-10,16:31
6361,0,0.0,1,8,5,2,2017-02-11,08:12
6361,1,0.0,1,8,5,2,2017-02-11,08:12
6361,80,0.0,1,8,5,2,2017-02-11,08:12
6362,0,0.0,1,8,5,2,2017-02-11,08:37
6362,0,0.0,1,8,5,2,2017-02-11,08:37
6363,6,0.0,1,8,5,2,2017-02-11,08:40
6364,1,0.0,1,8,5,2,2017-02-11,08:48
6365,1,0.0,1,8,5,2,2017-02-11,08:59
6365,20,0.0,1,8,5,2,2017-02-11,08:59
6365,35,0.0,1,8,5,2,2017-02-11,08:59
6366,1,0.0,1,9,5,2,2017-02-11,09:02
6366,4,0.0,1,9,5,2,2017-02-11,09:02
6367,43,0.0,1,9,5,2,2017-02-11,09:06
6367,4,0.0,1,9,5,2,2017-02-11,09:06
6367,2,0.0,1,9,5,2,2017-02-11,09:06
6367,0,0.0,1,9,5,2,2017-02-11,09:06
6367,0,0.0,1,9,5,2,2017-02-11,09:06
6368,80,0.0,1,9,5,2,2017-02-11,09:18
6368,4,0.0,1,9,5,2,2017-02-11,09:18
6369,3,0.0,1,9,5,2,2017-02-11,09:28
6369,2,0.0,1,9,5,2,2017-02-11,09:28
6369,43,0.0,1,9,5,2,2017-02-11,09:28
6370,24,0.0,1,9,5,2,2017-02-11,09:36
6371,1,0.0,1,9,5,2,2017-02-11,09:50
6372,2,0.0,1,9,5,2,2017-02-11,09:51
6372,43,0.0,1,9,5,2,2017-02-11,09:51
6373,0,0.0,1,10,5,2,2017-02-11,10:17
6374,7,0.0,1,10,5,2,2017-02-11,10:22
6374,1,0.0,1,10,5,2,2017-02-11,10:22
6374,4,0.0,1,10,5,2,2017-02-11,10:22
6374,4,0.0,1,10,5,2,2017-02-11,10:22
6375,2,0.0,1,10,5,2,2017-02-11,10:32
6376,13,0.0,1,10,5,2,2017-02-11,10:36
6376,4,0.0,1,10,5,2,2017-02-11,10:36
6376,19,0.0,1,10,5,2,2017-02-11,10:36
6377,16,0.0,1,10,5,2,2017-02-11,10:48
6378,2,0.0,1,10,5,2,2017-02-11,10:54
6378,2,0.0,1,10,5,2,2017-02-11,10:54
6378,4,0.0,1,10,5,2,2017-02-11,10:54
6378,43,0.0,1,10,5,2,2017-02-11,10:54
6378,1,0.0,1,10,5,2,2017-02-11,10:54
6378,9,0.0,1,10,5,2,2017-02-11,10:54
6378,3,0.0,1,10,5,2,2017-02-11,10:54
6379,0,0.0,1,10,5,2,2017-02-11,10:59
6379,85,0.0,1,10,5,2,2017-02-11,10:59
6380,8,0.0,1,11,5,2,2017-02-11,11:02
6380,3,0.0,1,11,5,2,2017-02-11,11:02
6381,1,0.0,1,11,5,2,2017-02-11,11:07
6382,0,0.0,1,11,5,2,2017-02-11,11:15
6382,1,0.0,1,11,5,2,2017-02-11,11:15
6383,0,0.0,1,11,5,2,2017-02-11,11:16
6383,4,0.0,1,11,5,2,2017-02-11,11:16
6384,8,0.0,1,11,5,2,2017-02-11,11:25
6384,8,0.0,1,11,5,2,2017-02-11,11:25
6384,3,0.0,1,11,5,2,2017-02-11,11:25
6385,1,0.0,1,11,5,2,2017-02-11,11:31
6386,1,0.0,1,11,5,2,2017-02-11,11:32
6387,0,0.0,1,11,5,2,2017-02-11,11:33
6387,4,0.0,1,11,5,2,2017-02-11,11:33
6388,82,0.0,1,11,5,2,2017-02-11,11:36
6388,0,0.0,1,11,5,2,2017-02-11,11:36
6388,0,0.0,1,11,5,2,2017-02-11,11:36
6388,11,0.0,1,11,5,2,2017-02-11,11:36
6389,0,0.0,1,11,5,2,2017-02-11,11:36
6389,0,0.0,1,11,5,2,2017-02-11,11:36
6389,1,0.0,1,11,5,2,2017-02-11,11:36
6389,43,0.0,1,11,5,2,2017-02-11,11:36
6390,0,0.0,1,11,5,2,2017-02-11,11:52
6390,0,0.0,1,11,5,2,2017-02-11,11:52
6390,0,0.0,1,11,5,2,2017-02-11,11:52
6391,1,0.0,1,11,5,2,2017-02-11,11:59
6392,0,1.0,1,12,5,2,2017-02-11,12:03
6392,1,1.0,1,12,5,2,2017-02-11,12:03
6393,0,1.0,1,12,5,2,2017-02-11,12:14
6393,0,1.0,1,12,5,2,2017-02-11,12:14
6394,24,1.0,1,12,5,2,2017-02-11,12:16
6395,2,1.0,1,12,5,2,2017-02-11,12:32
6395,2,1.0,1,12,5,2,2017-02-11,12:32
6395,80,1.0,1,12,5,2,2017-02-11,12:32
6396,0,1.0,1,12,5,2,2017-02-11,12:35
6396,7,1.0,1,12,5,2,2017-02-11,12:35
6396,1,1.0,1,12,5,2,2017-02-11,12:35
6397,1,1.0,1,12,5,2,2017-02-11,12:36
6398,1,1.0,1,12,5,2,2017-02-11,12:41
6398,8,1.0,1,12,5,2,2017-02-11,12:41
6398,29,1.0,1,12,5,2,2017-02-11,12:41
6399,5,1.0,1,12,5,2,2017-02-11,12:42
6399,7,1.0,1,12,5,2,2017-02-11,12:42
6399,1,1.0,1,12,5,2,2017-02-11,12:42
6400,12,1.0,1,12,5,2,2017-02-11,12:47
6400,85,1.0,1,12,5,2,2017-02-11,12:47
6400,14,1.0,1,12,5,2,2017-02-11,12:47
6401,24,1.0,1,12,5,2,2017-02-11,12:55
6402,4,1.0,1,12,5,2,2017-02-11,12:58
6403,1,1.0,1,13,5,2,2017-02-11,13:05
6403,3,1.0,1,13,5,2,2017-02-11,13:05
6404,12,1.0,1,13,5,2,2017-02-11,13:06
6404,0,1.0,1,13,5,2,2017-02-11,13:06
6405,1,1.0,1,13,5,2,2017-02-11,13:24
6406,1,1.0,1,13,5,2,2017-02-11,13:42
6407,0,1.0,1,13,5,2,2017-02-11,13:57
6407,1,1.0,1,13,5,2,2017-02-11,13:57
6407,3,1.0,1,13,5,2,2017-02-11,13:57
6407,3,1.0,1,13,5,2,2017-02-11,13:57
6408,12,1.0,1,13,5,2,2017-02-11,13:58
6408,29,1.0,1,13,5,2,2017-02-11,13:58
6408,0,1.0,1,13,5,2,2017-02-11,13:58
6408,2,1.0,1,13,5,2,2017-02-11,13:58
6409,7,1.0,1,13,5,2,2017-02-11,13:59
6410,35,1.0,1,14,5,2,2017-02-11,14:01
6410,1,1.0,1,14,5,2,2017-02-11,14:01
6410,0,1.0,1,14,5,2,2017-02-11,14:01
6410,0,1.0,1,14,5,2,2017-02-11,14:01
6410,3,1.0,1,14,5,2,2017-02-11,14:01
6410,3,1.0,1,14,5,2,2017-02-11,14:01
6411,1,1.0,1,14,5,2,2017-02-11,14:06
6412,82,1.0,1,14,5,2,2017-02-11,14:08
6412,85,1.0,1,14,5,2,2017-02-11,14:08
6412,2,1.0,1,14,5,2,2017-02-11,14:08
6412,2,1.0,1,14,5,2,2017-02-11,14:08
6412,11,1.0,1,14,5,2,2017-02-11,14:08
6412,50,1.0,1,14,5,2,2017-02-11,14:08
6412,3,1.0,1,14,5,2,2017-02-11,14:08
6412,3,1.0,1,14,5,2,2017-02-11,14:08
6412,19,1.0,1,14,5,2,2017-02-11,14:08
6412,2,1.0,1,14,5,2,2017-02-11,14:08
6412,7,1.0,1,14,5,2,2017-02-11,14:08
6413,19,1.0,1,14,5,2,2017-02-11,14:18
6413,9,1.0,1,14,5,2,2017-02-11,14:18
6414,0,1.0,1,14,5,2,2017-02-11,14:23
6414,7,1.0,1,14,5,2,2017-02-11,14:23
6414,0,1.0,1,14,5,2,2017-02-11,14:23
6414,1,1.0,1,14,5,2,2017-02-11,14:23
6414,3,1.0,1,14,5,2,2017-02-11,14:23
6415,3,1.0,1,14,5,2,2017-02-11,14:23
6415,1,1.0,1,14,5,2,2017-02-11,14:23
6415,29,1.0,1,14,5,2,2017-02-11,14:23
6416,0,1.0,1,14,5,2,2017-02-11,14:30
6416,0,1.0,1,14,5,2,2017-02-11,14:30
6416,0,1.0,1,14,5,2,2017-02-11,14:30
6416,9,1.0,1,14,5,2,2017-02-11,14:30
6417,87,1.0,1,14,5,2,2017-02-11,14:33
6418,1,1.0,1,14,5,2,2017-02-11,14:39
6419,1,1.0,1,14,5,2,2017-02-11,14:54
6420,0,1.0,1,14,5,2,2017-02-11,14:58
6420,0,1.0,1,14,5,2,2017-02-11,14:58
6420,29,1.0,1,14,5,2,2017-02-11,14:58
6420,4,1.0,1,14,5,2,2017-02-11,14:58
6421,2,1.0,1,15,5,2,2017-02-11,15:30
6421,1,1.0,1,15,5,2,2017-02-11,15:30
6422,12,1.0,1,15,5,2,2017-02-11,15:39
6422,82,1.0,1,15,5,2,2017-02-11,15:39
6422,5,1.0,1,15,5,2,2017-02-11,15:39
6422,0,1.0,1,15,5,2,2017-02-11,15:39
6422,2,1.0,1,15,5,2,2017-02-11,15:39
6423,0,1.0,1,15,5,2,2017-02-11,15:48
6423,2,1.0,1,15,5,2,2017-02-11,15:48
6424,0,1.0,1,16,5,2,2017-02-11,16:00
6424,11,1.0,1,16,5,2,2017-02-11,16:00
6425,0,1.0,1,16,5,2,2017-02-11,16:15
6425,3,1.0,1,16,5,2,2017-02-11,16:15
6425,4,1.0,1,16,5,2,2017-02-11,16:15
6426,1,1.0,1,16,5,2,2017-02-11,16:21
6426,7,1.0,1,16,5,2,2017-02-11,16:21
6426,5,1.0,1,16,5,2,2017-02-11,16:21
6427,1,1.0,1,16,5,2,2017-02-11,16:44
6428,1,1.0,1,16,5,2,2017-02-11,16:48
6428,2,1.0,1,16,5,2,2017-02-11,16:48
6428,2,1.0,1,16,5,2,2017-02-11,16:48
6428,1,1.0,1,16,5,2,2017-02-11,16:48
6428,3,1.0,1,16,5,2,2017-02-11,16:48
6429,48,2.0,1,17,5,2,2017-02-11,17:00
6430,1,2.0,1,17,5,2,2017-02-11,17:07
6431,1,2.0,1,17,5,2,2017-02-11,17:12
6431,13,2.0,1,17,5,2,2017-02-11,17:12
6432,2,2.0,1,17,5,2,2017-02-11,17:15
6432,2,2.0,1,17,5,2,2017-02-11,17:15
6432,3,2.0,1,17,5,2,2017-02-11,17:15
6432,6,2.0,1,17,5,2,2017-02-11,17:15
6432,6,2.0,1,17,5,2,2017-02-11,17:15
6432,0,2.0,1,17,5,2,2017-02-11,17:15
6432,13,2.0,1,17,5,2,2017-02-11,17:15
6433,13,2.0,1,17,5,2,2017-02-11,17:31
6434,1,2.0,1,17,5,2,2017-02-11,17:35
6434,12,2.0,1,17,5,2,2017-02-11,17:35
6435,3,0.0,1,9,6,2,2017-02-12,09:39
6435,1,0.0,1,9,6,2,2017-02-12,09:39
6435,8,0.0,1,9,6,2,2017-02-12,09:39
6435,21,0.0,1,9,6,2,2017-02-12,09:39
6435,11,0.0,1,9,6,2,2017-02-12,09:39
6436,0,0.0,1,9,6,2,2017-02-12,09:44
6437,0,0.0,1,10,6,2,2017-02-12,10:07
6437,2,0.0,1,10,6,2,2017-02-12,10:07
6437,4,0.0,1,10,6,2,2017-02-12,10:07
6438,6,0.0,1,10,6,2,2017-02-12,10:09
6438,0,0.0,1,10,6,2,2017-02-12,10:09
6439,0,0.0,1,10,6,2,2017-02-12,10:11
6439,43,0.0,1,10,6,2,2017-02-12,10:11
6440,4,0.0,1,10,6,2,2017-02-12,10:14
6440,4,0.0,1,10,6,2,2017-02-12,10:14
6440,4,0.0,1,10,6,2,2017-02-12,10:14
6440,1,0.0,1,10,6,2,2017-02-12,10:14
6441,0,0.0,1,10,6,2,2017-02-12,10:17
6441,0,0.0,1,10,6,2,2017-02-12,10:17
6441,4,0.0,1,10,6,2,2017-02-12,10:17
6441,8,0.0,1,10,6,2,2017-02-12,10:17
6441,1,0.0,1,10,6,2,2017-02-12,10:17
6442,1,0.0,1,10,6,2,2017-02-12,10:29
6443,4,0.0,1,10,6,2,2017-02-12,10:31
6443,6,0.0,1,10,6,2,2017-02-12,10:31
6443,24,0.0,1,10,6,2,2017-02-12,10:31
6444,0,0.0,1,10,6,2,2017-02-12,10:33
6444,80,0.0,1,10,6,2,2017-02-12,10:33
6445,1,0.0,1,10,6,2,2017-02-12,10:42
6445,1,0.0,1,10,6,2,2017-02-12,10:42
6446,0,0.0,1,10,6,2,2017-02-12,10:51
6447,1,0.0,1,10,6,2,2017-02-12,10:57
6448,1,0.0,1,11,6,2,2017-02-12,11:05
6448,0,0.0,1,11,6,2,2017-02-12,11:05
6448,80,0.0,1,11,6,2,2017-02-12,11:05
6449,1,0.0,1,11,6,2,2017-02-12,11:08
6449,24,0.0,1,11,6,2,2017-02-12,11:08
6449,7,0.0,1,11,6,2,2017-02-12,11:08
6449,0,0.0,1,11,6,2,2017-02-12,11:08
6449,43,0.0,1,11,6,2,2017-02-12,11:08
6450,0,0.0,1,11,6,2,2017-02-12,11:09
6451,0,0.0,1,11,6,2,2017-02-12,11:12
6451,0,0.0,1,11,6,2,2017-02-12,11:12
6451,0,0.0,1,11,6,2,2017-02-12,11:12
6451,1,0.0,1,11,6,2,2017-02-12,11:12
6451,3,0.0,1,11,6,2,2017-02-12,11:12
6452,0,0.0,1,11,6,2,2017-02-12,11:14
6453,0,0.0,1,11,6,2,2017-02-12,11:15
6453,0,0.0,1,11,6,2,2017-02-12,11:15
6453,80,0.0,1,11,6,2,2017-02-12,11:15
6453,3,0.0,1,11,6,2,2017-02-12,11:15
6454,80,0.0,1,11,6,2,2017-02-12,11:16
6454,1,0.0,1,11,6,2,2017-02-12,11:16
6454,24,0.0,1,11,6,2,2017-02-12,11:16
6455,3,0.0,1,11,6,2,2017-02-12,11:19
6456,0,0.0,1,11,6,2,2017-02-12,11:24
6456,82,0.0,1,11,6,2,2017-02-12,11:24
6456,1,0.0,1,11,6,2,2017-02-12,11:24
6457,4,0.0,1,11,6,2,2017-02-12,11:37
6457,9,0.0,1,11,6,2,2017-02-12,11:37
6458,43,0.0,1,11,6,2,2017-02-12,11:50
6459,1,1.0,1,12,6,2,2017-02-12,12:11
6459,1,1.0,1,12,6,2,2017-02-12,12:11
6460,1,1.0,1,12,6,2,2017-02-12,12:12
6461,20,1.0,1,12,6,2,2017-02-12,12:15
6462,82,1.0,1,12,6,2,2017-02-12,12:16
6462,3,1.0,1,12,6,2,2017-02-12,12:16
6463,1,1.0,1,12,6,2,2017-02-12,12:37
6464,0,1.0,1,12,6,2,2017-02-12,12:46
6465,0,1.0,1,12,6,2,2017-02-12,12:53
6465,0,1.0,1,12,6,2,2017-02-12,12:53
6465,3,1.0,1,12,6,2,2017-02-12,12:53
6466,1,1.0,1,12,6,2,2017-02-12,12:53
6467,0,1.0,1,13,6,2,2017-02-12,13:24
6467,0,1.0,1,13,6,2,2017-02-12,13:24
6467,0,1.0,1,13,6,2,2017-02-12,13:24
6468,2,1.0,1,13,6,2,2017-02-12,13:40
6468,3,1.0,1,13,6,2,2017-02-12,13:40
6469,7,1.0,1,13,6,2,2017-02-12,13:43
6469,12,1.0,1,13,6,2,2017-02-12,13:43
6470,2,1.0,1,13,6,2,2017-02-12,13:44
6471,19,1.0,1,13,6,2,2017-02-12,13:56
6471,1,1.0,1,13,6,2,2017-02-12,13:56
6472,3,1.0,1,14,6,2,2017-02-12,14:15
6472,1,1.0,1,14,6,2,2017-02-12,14:15
6473,0,1.0,1,14,6,2,2017-02-12,14:27
6474,0,1.0,1,14,6,2,2017-02-12,14:35
6474,0,1.0,1,14,6,2,2017-02-12,14:35
6474,0,1.0,1,14,6,2,2017-02-12,14:35
6474,2,1.0,1,14,6,2,2017-02-12,14:35
6474,43,1.0,1,14,6,2,2017-02-12,14:35
6474,63,1.0,1,14,6,2,2017-02-12,14:35
6474,39,1.0,1,14,6,2,2017-02-12,14:35
6474,29,1.0,1,14,6,2,2017-02-12,14:35
6474,8,1.0,1,14,6,2,2017-02-12,14:35
6474,9,1.0,1,14,6,2,2017-02-12,14:35
6474,1,1.0,1,14,6,2,2017-02-12,14:35
6475,1,1.0,1,14,6,2,2017-02-12,14:46
6476,0,1.0,1,14,6,2,2017-02-12,14:56
6476,5,1.0,1,14,6,2,2017-02-12,14:56
6477,0,1.0,1,14,6,2,2017-02-12,14:56
6477,3,1.0,1,14,6,2,2017-02-12,14:56
6478,9,1.0,1,14,6,2,2017-02-12,14:58
6478,1,1.0,1,14,6,2,2017-02-12,14:58
6479,0,1.0,1,15,6,2,2017-02-12,15:34
6479,0,1.0,1,15,6,2,2017-02-12,15:34
6479,19,1.0,1,15,6,2,2017-02-12,15:34
6479,3,1.0,1,15,6,2,2017-02-12,15:34
6479,9,1.0,1,15,6,2,2017-02-12,15:34
6480,0,1.0,1,15,6,2,2017-02-12,15:35
6480,9,1.0,1,15,6,2,2017-02-12,15:35
6481,48,2.0,1,18,6,2,2017-02-12,18:35
6482,48,2.0,1,18,6,2,2017-02-12,18:37
6483,1,0.0,0,8,0,2,2017-02-13,08:35
6484,0,0.0,0,9,0,2,2017-02-13,09:04
6484,6,0.0,0,9,0,2,2017-02-13,09:04
6484,24,0.0,0,9,0,2,2017-02-13,09:04
6485,0,0.0,0,9,0,2,2017-02-13,09:33
6486,7,0.0,0,9,0,2,2017-02-13,09:33
6486,43,0.0,0,9,0,2,2017-02-13,09:33
6487,0,0.0,0,9,0,2,2017-02-13,09:47
6487,1,0.0,0,9,0,2,2017-02-13,09:47
6487,6,0.0,0,9,0,2,2017-02-13,09:47
6487,19,0.0,0,9,0,2,2017-02-13,09:47
6488,19,0.0,0,10,0,2,2017-02-13,10:03
6488,6,0.0,0,10,0,2,2017-02-13,10:03
6488,0,0.0,0,10,0,2,2017-02-13,10:03
6488,1,0.0,0,10,0,2,2017-02-13,10:03
6489,65,0.0,0,10,0,2,2017-02-13,10:13
6489,1,0.0,0,10,0,2,2017-02-13,10:13
6490,0,0.0,0,10,0,2,2017-02-13,10:17
6491,0,0.0,0,10,0,2,2017-02-13,10:37
6491,0,0.0,0,10,0,2,2017-02-13,10:37
6492,0,0.0,0,10,0,2,2017-02-13,10:38
6493,7,0.0,0,10,0,2,2017-02-13,10:42
6494,0,0.0,0,10,0,2,2017-02-13,10:53
6494,11,0.0,0,10,0,2,2017-02-13,10:53
6495,0,0.0,0,11,0,2,2017-02-13,11:02
6495,4,0.0,0,11,0,2,2017-02-13,11:02
6496,4,0.0,0,11,0,2,2017-02-13,11:04
6496,0,0.0,0,11,0,2,2017-02-13,11:04
6497,13,0.0,0,11,0,2,2017-02-13,11:20
6498,11,0.0,0,11,0,2,2017-02-13,11:36
6498,58,0.0,0,11,0,2,2017-02-13,11:36
6498,7,0.0,0,11,0,2,2017-02-13,11:36
6498,0,0.0,0,11,0,2,2017-02-13,11:36
6498,1,0.0,0,11,0,2,2017-02-13,11:36
6498,8,0.0,0,11,0,2,2017-02-13,11:36
6499,2,0.0,0,11,0,2,2017-02-13,11:37
6499,0,0.0,0,11,0,2,2017-02-13,11:37
6500,1,0.0,0,11,0,2,2017-02-13,11:46
6501,0,0.0,0,11,0,2,2017-02-13,11:48
6501,9,0.0,0,11,0,2,2017-02-13,11:48
6501,20,0.0,0,11,0,2,2017-02-13,11:48
6502,1,0.0,0,11,0,2,2017-02-13,11:50
6502,8,0.0,0,11,0,2,2017-02-13,11:50
6502,0,0.0,0,11,0,2,2017-02-13,11:50
6503,0,0.0,0,11,0,2,2017-02-13,11:56
6503,0,0.0,0,11,0,2,2017-02-13,11:56
6504,0,0.0,0,11,0,2,2017-02-13,11:57
6505,0,1.0,0,12,0,2,2017-02-13,12:06
6505,0,1.0,0,12,0,2,2017-02-13,12:06
6505,80,1.0,0,12,0,2,2017-02-13,12:06
6505,3,1.0,0,12,0,2,2017-02-13,12:06
6505,20,1.0,0,12,0,2,2017-02-13,12:06
6505,11,1.0,0,12,0,2,2017-02-13,12:06
6506,0,1.0,0,12,0,2,2017-02-13,12:07
6506,0,1.0,0,12,0,2,2017-02-13,12:07
6506,8,1.0,0,12,0,2,2017-02-13,12:07
6507,80,1.0,0,12,0,2,2017-02-13,12:18
6507,0,1.0,0,12,0,2,2017-02-13,12:18
6508,1,1.0,0,12,0,2,2017-02-13,12:22
6509,1,1.0,0,12,0,2,2017-02-13,12:29
6509,8,1.0,0,12,0,2,2017-02-13,12:29
6510,0,1.0,0,12,0,2,2017-02-13,12:34
6511,8,1.0,0,12,0,2,2017-02-13,12:36
6511,3,1.0,0,12,0,2,2017-02-13,12:36
6511,3,1.0,0,12,0,2,2017-02-13,12:36
6511,14,1.0,0,12,0,2,2017-02-13,12:36
6512,24,1.0,0,12,0,2,2017-02-13,12:47
6513,1,1.0,0,12,0,2,2017-02-13,12:50
6513,2,1.0,0,12,0,2,2017-02-13,12:50
6514,20,1.0,0,13,0,2,2017-02-13,13:13
6515,0,1.0,0,13,0,2,2017-02-13,13:13
6516,12,1.0,0,13,0,2,2017-02-13,13:16
6517,0,1.0,0,13,0,2,2017-02-13,13:22
6517,2,1.0,0,13,0,2,2017-02-13,13:22
6517,5,1.0,0,13,0,2,2017-02-13,13:22
6517,5,1.0,0,13,0,2,2017-02-13,13:22
